id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
4292,2017-09-01,,Two year,Yes,Mailed check,19.55,521.8,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,
4293,2016-10-01,,Month-to-month,Yes,Credit card (automatic),110.1,4469.1,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,
4294,2016-09-01,2019-10-01,Month-to-month,Yes,Electronic check,96.55,3580.3,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,Yes,
4295,2018-01-01,,Month-to-month,No,Electronic check,69.75,1729.35,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
4296,2018-04-01,,Month-to-month,Yes,Electronic check,50.6,1073.3,DSL,No,No,Yes,No,Yes,Yes,Female,0,No,No,No,
4297,2014-02-01,,Two year,Yes,Bank transfer (automatic),65.6,4566.5,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,No,
4298,2019-06-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),40.1,293.3,DSL,No,Yes,No,No,No,Yes,Female,0,No,No,No,
4299,2017-05-01,,Two year,No,Credit card (automatic),82.1,2603.1,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,
4300,2018-03-01,,Month-to-month,Yes,Mailed check,79.1,1783.75,Fiber optic,No,Yes,No,Yes,No,No,Female,0,No,No,No,
4301,2017-12-01,2019-12-01,Month-to-month,Yes,Electronic check,101.25,2440.15,Fiber optic,No,Yes,No,No,Yes,Yes,Male,1,No,No,Yes,
4302,2019-11-01,2019-12-01,Month-to-month,No,Electronic check,79.55,79.55,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No,
4303,2014-05-01,,Two year,No,Mailed check,90.65,6322.1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,
4304,2019-11-01,,One year,Yes,Credit card (automatic),20.55,57.4,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No,
4305,2015-06-01,,One year,Yes,Bank transfer (automatic),75.75,4284.65,DSL,No,Yes,No,Yes,Yes,Yes,Male,0,No,No,No,
4306,2014-09-01,,One year,Yes,Credit card (automatic),110.0,7138.65,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,
4307,2014-03-01,,One year,No,Electronic check,20.85,1539.75,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,
4308,2018-12-01,,Month-to-month,Yes,Bank transfer (automatic),80.35,1058.1,Fiber optic,No,No,Yes,No,No,No,Female,1,No,No,Yes,
4309,2019-12-01,,Month-to-month,Yes,Electronic check,70.15,123.8,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
4310,2017-02-01,2019-10-01,One year,No,Electronic check,84.05,2781.85,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,Yes,
4311,2016-10-01,,Month-to-month,No,Electronic check,67.45,2731.0,DSL,Yes,No,Yes,No,No,Yes,Male,0,No,No,No,
4312,2020-01-01,,Month-to-month,No,Credit card (automatic),20.75,20.75,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
4313,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,89.1,89.1,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,No,
4314,2019-07-01,,Month-to-month,Yes,Mailed check,69.9,497.3,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
4315,2018-11-01,,Month-to-month,Yes,Electronic check,51.1,711.15,DSL,No,No,No,No,No,No,Female,0,Yes,No,Yes,
4316,2018-07-01,2019-12-01,Month-to-month,No,Electronic check,94.4,1607.2,Fiber optic,Yes,No,Yes,No,Yes,No,Female,0,Yes,Yes,Yes,
4317,2018-05-01,2019-12-01,Month-to-month,Yes,Electronic check,78.25,1490.95,Fiber optic,No,Yes,Yes,No,No,No,Male,0,No,No,No,
4318,2014-03-01,,Two year,No,Bank transfer (automatic),25.55,1898.1,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,
4319,2015-08-01,,Two year,No,Bank transfer (automatic),60.0,3273.95,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,Yes,Yes,
4320,2017-07-01,,Month-to-month,Yes,Credit card (automatic),90.55,2929.75,Fiber optic,Yes,Yes,No,Yes,No,No,Male,0,Yes,No,Yes,
4321,2019-03-01,,Month-to-month,No,Electronic check,76.4,838.7,Fiber optic,Yes,No,No,No,No,No,Female,0,No,No,No,
4322,2018-08-01,,Month-to-month,Yes,Electronic check,84.95,1443.65,Fiber optic,No,No,Yes,No,No,Yes,Female,1,No,No,No,
4323,2014-02-01,,Two year,Yes,Bank transfer (automatic),110.1,7746.7,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Female,1,No,No,Yes,
4324,2014-03-01,,Month-to-month,Yes,Credit card (automatic),99.65,6951.15,Fiber optic,No,Yes,No,No,Yes,Yes,Female,1,No,No,Yes,
4325,2019-09-01,,Month-to-month,No,Credit card (automatic),45.4,214.75,DSL,No,No,Yes,Yes,Yes,No,Male,1,No,No,No,
4326,2016-12-01,,One year,No,Credit card (automatic),69.0,2669.45,DSL,No,No,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,
4327,2019-09-01,,Month-to-month,Yes,Bank transfer (automatic),48.65,235.2,DSL,No,No,No,Yes,No,No,Male,0,No,Yes,No,
4328,2019-09-01,2019-11-01,Month-to-month,Yes,Electronic check,44.15,92.65,DSL,No,No,No,No,No,No,Male,1,No,No,No,
4329,2015-10-01,,Two year,No,Bank transfer (automatic),59.85,3103.25,DSL,Yes,No,Yes,No,No,No,Female,1,No,No,Yes,
4330,2019-02-01,2019-10-01,Month-to-month,Yes,Electronic check,75.75,606.25,Fiber optic,No,No,No,No,No,No,Female,1,No,No,Yes,
4331,2014-06-01,,Two year,Yes,Electronic check,80.65,5330.2,DSL,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,
4332,2014-05-01,,One year,Yes,Credit card (automatic),20.55,1403.1,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,
4333,2016-08-01,,Month-to-month,Yes,Credit card (automatic),66.4,2727.8,DSL,Yes,Yes,No,Yes,No,No,Female,0,Yes,No,Yes,
4334,2015-12-01,,Two year,Yes,Mailed check,100.2,5038.45,Fiber optic,No,Yes,No,Yes,Yes,Yes,Female,0,No,No,No,
4335,2019-12-01,2020-01-01,Month-to-month,Yes,Mailed check,19.1,19.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
4336,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,80.3,80.3,Fiber optic,Yes,No,No,No,No,No,Male,1,Yes,No,Yes,
4337,2017-05-01,,Month-to-month,Yes,Credit card (automatic),44.55,1462.6,DSL,No,No,No,No,No,No,Male,0,Yes,No,No,
4338,2019-07-01,,Month-to-month,No,Mailed check,20.35,150.6,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
4339,2014-10-01,,Month-to-month,Yes,Electronic check,91.8,5960.5,Fiber optic,Yes,Yes,Yes,No,No,No,Male,0,Yes,Yes,Yes,
4340,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,74.9,74.9,Fiber optic,No,No,Yes,No,No,No,Female,0,No,No,No,
4341,2015-03-01,,Two year,Yes,Bank transfer (automatic),20.2,1192.3,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
4342,2019-08-01,,Month-to-month,No,Electronic check,50.35,314.55,DSL,No,No,No,No,No,No,Female,0,Yes,No,Yes,
4343,2019-11-01,,Month-to-month,No,Mailed check,18.8,56.0,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
4344,2018-11-01,,Month-to-month,No,Credit card (automatic),20.45,330.8,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,
4345,2019-01-01,,One year,Yes,Electronic check,64.75,877.35,DSL,No,No,No,No,Yes,Yes,Male,0,Yes,Yes,No,
4346,2018-03-01,,Month-to-month,Yes,Credit card (automatic),98.7,2249.1,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,Yes,
4347,2017-07-01,,Month-to-month,No,Electronic check,89.45,2807.65,Fiber optic,Yes,No,No,No,Yes,No,Male,1,Yes,No,Yes,
4348,2017-09-01,,One year,Yes,Electronic check,58.75,1696.2,DSL,Yes,Yes,No,Yes,No,No,Male,0,No,No,No,
4349,2016-01-01,,One year,No,Credit card (automatic),20.7,1032.05,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,
4350,2015-06-01,,Month-to-month,Yes,Bank transfer (automatic),85.6,4902.8,Fiber optic,No,No,No,No,Yes,No,Female,0,Yes,No,Yes,
4351,2014-11-01,,Two year,Yes,Credit card (automatic),80.3,4995.35,DSL,Yes,Yes,Yes,Yes,No,Yes,Female,0,No,No,Yes,
4352,2014-11-01,,Two year,No,Credit card (automatic),79.8,5034.05,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,
4353,2018-02-01,,Month-to-month,Yes,Electronic check,79.85,1857.75,Fiber optic,Yes,No,No,No,No,No,Male,1,Yes,Yes,Yes,
4354,2017-02-01,,One year,No,Credit card (automatic),54.1,1992.85,DSL,No,No,Yes,Yes,No,No,Male,1,Yes,No,No,
4355,2019-01-01,2019-10-01,Month-to-month,Yes,Electronic check,80.85,751.65,Fiber optic,No,No,No,No,Yes,No,Female,1,No,No,No,
4356,2019-07-01,2019-10-01,Month-to-month,No,Electronic check,24.75,66.95,DSL,No,No,No,No,No,No,Male,0,No,No,No,
4357,2018-05-01,,One year,No,Mailed check,80.9,1714.95,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,No,
4358,2019-01-01,,One year,No,Bank transfer (automatic),24.5,343.6,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,
4359,2020-01-01,,Month-to-month,Yes,Bank transfer (automatic),20.15,20.15,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,
4360,2018-01-01,,One year,No,Mailed check,20.05,520.1,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,
4361,2014-03-01,,Two year,Yes,Bank transfer (automatic),19.6,1387.45,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,
4362,2014-08-01,,One year,Yes,Bank transfer (automatic),114.3,7383.7,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,
4363,2016-05-01,,One year,Yes,Electronic check,100.3,4483.95,Fiber optic,Yes,Yes,No,No,Yes,Yes,Female,0,No,No,No,
4364,2018-04-01,,Month-to-month,Yes,Credit card (automatic),80.0,1706.45,Fiber optic,No,No,No,No,Yes,No,Female,0,Yes,No,No,
4365,2014-07-01,,One year,Yes,Bank transfer (automatic),20.85,1327.4,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,
4366,2014-06-01,,Two year,Yes,Bank transfer (automatic),89.95,5974.3,Fiber optic,No,No,Yes,No,Yes,No,Female,0,Yes,No,Yes,
4367,2020-02-01,,Two year,No,Mailed check,20.0,2291.023009417808,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,
4368,2015-11-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),90.85,4515.85,Fiber optic,No,No,Yes,No,No,Yes,Female,1,No,No,Yes,
4369,2019-10-01,,Month-to-month,No,Mailed check,48.75,179.85,DSL,No,No,No,No,No,No,Female,1,No,No,Yes,
4370,2014-11-01,,One year,No,Credit card (automatic),80.0,5040.2,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,
4371,2019-09-01,2019-11-01,Month-to-month,No,Bank transfer (automatic),79.7,165.0,Fiber optic,No,Yes,Yes,No,No,No,Female,0,Yes,No,No,
4372,2018-05-01,,One year,Yes,Mailed check,20.35,422.7,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
4373,2015-04-01,2019-11-01,Two year,No,Bank transfer (automatic),57.55,3046.4,DSL,Yes,Yes,No,Yes,No,No,Male,0,Yes,Yes,No,
4374,2020-01-01,,Month-to-month,Yes,Mailed check,20.25,20.25,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,
4375,2018-09-01,,Two year,No,Mailed check,19.4,358.05,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
4376,2017-08-01,,Month-to-month,Yes,Bank transfer (automatic),100.4,2936.25,Fiber optic,Yes,No,No,No,Yes,Yes,Male,0,No,No,Yes,
4377,2018-04-01,,Month-to-month,Yes,Mailed check,57.95,1271.8,DSL,Yes,Yes,No,Yes,No,No,Male,0,Yes,Yes,No,
4378,2019-05-01,,Month-to-month,Yes,Bank transfer (automatic),59.5,530.05,DSL,No,No,No,Yes,Yes,No,Female,0,No,No,No,
4379,2020-01-01,,Month-to-month,No,Mailed check,19.2,19.2,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,
4380,2018-02-01,2019-11-01,Month-to-month,Yes,Electronic check,86.5,1808.7,Fiber optic,No,No,No,No,No,Yes,Female,0,Yes,No,Yes,
4381,2018-07-01,,Month-to-month,No,Electronic check,59.55,1144.6,DSL,No,No,Yes,Yes,No,No,Male,0,No,No,Yes,
4382,2014-03-01,2019-12-01,Month-to-month,Yes,Electronic check,103.95,7446.9,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,
4383,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,25.1,25.1,DSL,No,No,No,No,No,No,Male,1,No,No,No,
4384,2014-02-01,,Two year,Yes,Bank transfer (automatic),103.95,7556.9,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Female,0,Yes,No,Yes,
4385,2014-04-01,,Two year,No,Credit card (automatic),68.95,4858.7,DSL,Yes,No,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,
4386,2014-08-01,,Month-to-month,Yes,Bank transfer (automatic),103.1,6595.0,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Female,0,No,No,Yes,
4387,2019-07-01,,Month-to-month,Yes,Electronic check,24.7,149.05,DSL,No,No,No,No,No,No,Female,0,Yes,Yes,No,
4388,2016-04-01,,Month-to-month,Yes,Electronic check,110.2,4972.1,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Female,1,Yes,Yes,Yes,
4389,2016-08-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),48.95,1880.85,DSL,Yes,Yes,No,Yes,Yes,No,Male,0,No,No,No,
4390,2017-06-01,,Month-to-month,No,Bank transfer (automatic),62.45,2045.55,DSL,No,Yes,Yes,No,No,No,Female,0,Yes,Yes,Yes,
4391,2018-02-01,,Month-to-month,Yes,Electronic check,89.55,2187.15,Fiber optic,No,Yes,Yes,No,No,Yes,Male,0,No,No,No,
4392,2019-07-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),83.55,477.55,Fiber optic,No,Yes,No,No,No,Yes,Male,0,Yes,Yes,No,
4393,2017-01-01,,Month-to-month,Yes,Credit card (automatic),78.9,2976.95,DSL,Yes,Yes,Yes,Yes,Yes,No,Female,0,No,No,Yes,
4394,2019-06-01,,Month-to-month,No,Mailed check,20.35,178.7,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,
4395,2014-02-01,,Two year,Yes,Bank transfer (automatic),71.45,5025.85,DSL,Yes,No,Yes,No,Yes,No,Female,0,Yes,Yes,Yes,
4396,2014-03-01,,Two year,No,Credit card (automatic),46.35,3353.4,DSL,Yes,Yes,Yes,Yes,No,No,Male,1,Yes,No,No,
4397,2018-10-01,,Month-to-month,Yes,Bank transfer (automatic),94.65,1461.15,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,Yes,No,No,
4398,2015-05-01,,Month-to-month,Yes,Bank transfer (automatic),49.9,2782.4,DSL,Yes,No,Yes,Yes,No,Yes,Female,0,Yes,No,No,
4399,2014-08-01,,One year,No,Bank transfer (automatic),25.45,1699.15,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,
4400,2018-08-01,2020-01-01,Month-to-month,Yes,Electronic check,89.15,1496.9,Fiber optic,No,Yes,Yes,No,Yes,No,Female,1,No,No,No,
4401,2018-05-01,,Month-to-month,No,Mailed check,20.75,452.2,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No,
4402,2014-08-01,,Two year,Yes,Credit card (automatic),66.1,4428.45,DSL,Yes,Yes,Yes,No,No,No,Male,0,Yes,No,Yes,
4403,2018-09-01,,Month-to-month,Yes,Bank transfer (automatic),75.4,1322.55,DSL,No,Yes,No,No,Yes,Yes,Female,0,Yes,No,Yes,
4404,2019-11-01,2019-12-01,Month-to-month,Yes,Mailed check,70.45,70.45,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,
4405,2015-03-01,2020-01-01,One year,No,Credit card (automatic),60.3,3563.8,DSL,Yes,Yes,Yes,No,No,No,Male,0,Yes,No,No,
4406,2019-06-01,,Month-to-month,No,Credit card (automatic),21.05,139.75,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,
4407,2017-11-01,,One year,No,Credit card (automatic),69.35,1927.3,DSL,Yes,No,Yes,Yes,Yes,No,Male,0,No,No,No,
4408,2017-04-01,,Month-to-month,No,Mailed check,88.85,3000.25,Fiber optic,No,Yes,No,No,No,Yes,Male,0,Yes,No,Yes,
4409,2017-08-01,,One year,Yes,Bank transfer (automatic),97.0,3021.3,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,No,No,
4410,2017-05-01,,Month-to-month,Yes,Credit card (automatic),66.4,2245.4,DSL,No,Yes,Yes,No,Yes,No,Male,0,No,No,No,
4411,2019-09-01,2019-10-01,Month-to-month,No,Electronic check,24.75,24.75,DSL,No,No,No,No,No,No,Male,0,No,Yes,No,
4412,2018-12-01,,Month-to-month,No,Mailed check,69.2,944.65,DSL,Yes,Yes,No,No,No,Yes,Male,0,Yes,Yes,Yes,
4413,2018-10-01,,One year,Yes,Credit card (automatic),79.5,1264.2,Fiber optic,No,No,No,Yes,No,No,Female,0,No,Yes,Yes,
4414,2016-01-01,,Two year,No,Credit card (automatic),100.65,4917.75,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,No,
4415,2018-05-01,2019-12-01,Month-to-month,No,Electronic check,103.3,2012.7,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,
4416,2014-04-01,,Two year,No,Bank transfer (automatic),79.7,5743.3,DSL,Yes,Yes,Yes,Yes,Yes,No,Female,0,Yes,Yes,Yes,
4417,2017-06-01,,Month-to-month,No,Bank transfer (automatic),61.4,1864.65,DSL,Yes,Yes,No,Yes,No,No,Female,0,Yes,Yes,No,
4418,2018-08-01,,Month-to-month,Yes,Electronic check,69.8,1221.65,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
4419,2017-01-01,,Two year,Yes,Mailed check,40.55,1390.85,DSL,Yes,Yes,No,Yes,No,No,Male,0,No,No,No,
4420,2019-10-01,,Month-to-month,Yes,Electronic check,75.65,302.35,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,
4421,2018-10-01,,Month-to-month,No,Electronic check,90.7,1374.9,Fiber optic,Yes,Yes,Yes,No,No,No,Female,0,Yes,No,Yes,
4422,2018-09-01,,Month-to-month,Yes,Bank transfer (automatic),80.5,1336.9,Fiber optic,No,Yes,No,No,No,No,Male,0,Yes,No,Yes,
4423,2018-07-01,,Month-to-month,Yes,Electronic check,60.6,1297.8,DSL,Yes,Yes,Yes,No,No,No,Female,0,No,Yes,No,
4424,2015-02-01,,Two year,No,Credit card (automatic),101.15,6067.4,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,
4425,2015-11-01,,Two year,Yes,Mailed check,24.95,1222.25,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,
4426,2017-10-01,,Two year,Yes,Credit card (automatic),20.3,487.95,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,
4427,2016-07-01,,Two year,Yes,Electronic check,60.0,2548.55,DSL,No,Yes,No,No,No,Yes,Male,0,No,No,No,
4428,2016-08-01,,Two year,No,Electronic check,20.25,835.5,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,
4429,2019-10-01,2020-01-01,Month-to-month,Yes,Electronic check,78.5,242.05,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,No,
4430,2020-01-01,,Month-to-month,No,Mailed check,44.75,44.75,DSL,No,No,No,No,No,No,Female,0,No,No,No,
4431,2019-08-01,2019-11-01,Month-to-month,No,Mailed check,19.85,63.75,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
4432,2014-11-01,,Two year,No,Credit card (automatic),98.0,6218.45,Fiber optic,Yes,Yes,Yes,No,Yes,No,Female,0,No,No,Yes,
4433,2019-08-01,2019-11-01,Month-to-month,Yes,Electronic check,79.9,260.9,Fiber optic,No,No,No,No,Yes,No,Male,1,No,No,No,
4434,2014-06-01,,Month-to-month,Yes,Electronic check,107.7,7320.9,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,
4435,2017-07-01,2020-01-01,Month-to-month,Yes,Electronic check,99.7,2967.35,Fiber optic,No,Yes,No,No,Yes,Yes,Female,1,No,No,Yes,
4436,2015-02-01,,Two year,No,Electronic check,104.7,6333.8,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,
4437,2018-08-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),58.6,939.7,DSL,No,Yes,No,Yes,No,No,Male,0,No,No,Yes,
4438,2016-05-01,,Month-to-month,Yes,Bank transfer (automatic),93.9,4200.25,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,Yes,
4439,2014-04-01,,Two year,No,Credit card (automatic),86.45,5950.2,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,No,
4440,2019-01-01,2019-11-01,Month-to-month,Yes,Electronic check,98.5,1037.75,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,
4441,2019-10-01,,Month-to-month,No,Mailed check,19.4,93.4,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
4442,2019-12-01,2020-01-01,Month-to-month,Yes,Mailed check,50.45,50.45,DSL,No,No,Yes,No,No,No,Female,0,No,No,No,
4443,2014-06-01,,Two year,Yes,Credit card (automatic),24.95,1614.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,
4444,2018-04-01,,Month-to-month,No,Bank transfer (automatic),75.0,1573.95,Fiber optic,Yes,No,No,No,No,No,Male,0,Yes,Yes,No,
4445,2016-11-01,2020-01-01,Month-to-month,Yes,Electronic check,94.65,3624.3,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,
4446,2019-11-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),100.25,100.25,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,Yes,
4447,2018-08-01,,Month-to-month,No,Electronic check,78.2,1468.75,Fiber optic,No,No,Yes,Yes,No,No,Male,0,Yes,No,No,
4448,2017-09-01,,Month-to-month,Yes,Electronic check,94.2,2607.6,Fiber optic,No,No,No,Yes,Yes,Yes,Male,0,No,No,No,
4449,2018-07-01,2019-11-01,Month-to-month,Yes,Electronic check,88.45,1422.1,Fiber optic,No,No,Yes,No,No,Yes,Female,0,No,No,Yes,
4450,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,69.85,69.85,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
4451,2018-10-01,2019-10-01,Month-to-month,No,Bank transfer (automatic),81.7,858.6,Fiber optic,Yes,No,Yes,No,No,No,Male,0,No,No,No,
4452,2017-07-01,,One year,Yes,Electronic check,50.05,1523.4,DSL,No,No,Yes,No,Yes,Yes,Male,0,No,No,No,
4453,2019-06-01,2019-10-01,Month-to-month,Yes,Electronic check,79.9,324.3,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,No,
4454,2016-02-01,,One year,Yes,Mailed check,69.55,3435.6,DSL,No,No,Yes,Yes,No,Yes,Female,0,Yes,No,Yes,
4455,2018-07-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),25.4,399.6,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,
4456,2015-12-01,,One year,Yes,Credit card (automatic),90.1,4549.45,Fiber optic,Yes,Yes,Yes,Yes,No,No,Male,0,No,No,No,
4457,2019-07-01,,Month-to-month,Yes,Bank transfer (automatic),44.65,322.5,DSL,No,No,No,No,No,No,Male,0,No,No,No,
4458,2016-07-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),83.75,3273.55,Fiber optic,Yes,No,Yes,No,No,No,Male,1,Yes,No,Yes,
4459,2014-06-01,,Two year,No,Credit card (automatic),80.35,5375.15,Fiber optic,Yes,No,Yes,No,No,No,Male,0,Yes,Yes,No,
4460,2017-12-01,,Month-to-month,Yes,Bank transfer (automatic),98.1,2510.7,Fiber optic,No,No,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,
4461,2015-05-01,,Two year,No,Credit card (automatic),53.35,3090.05,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,
4462,2019-11-01,,Month-to-month,No,Electronic check,19.55,61.05,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
4463,2019-09-01,2019-10-01,Month-to-month,No,Mailed check,20.9,20.9,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
4464,2018-07-01,,One year,Yes,Bank transfer (automatic),48.95,955.6,DSL,Yes,No,No,No,No,No,Male,0,Yes,Yes,No,
4465,2019-11-01,,Month-to-month,Yes,Electronic check,54.2,140.4,DSL,No,No,No,No,Yes,No,Female,0,No,No,No,
4466,2015-03-01,,Two year,No,Electronic check,24.45,1493.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,
4467,2019-09-01,2019-10-01,Month-to-month,Yes,Mailed check,69.4,69.4,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,
4468,2016-08-01,,Month-to-month,Yes,Bank transfer (automatic),40.15,1626.05,DSL,Yes,No,No,No,Yes,No,Male,0,Yes,No,No,
4469,2019-04-01,2019-11-01,Month-to-month,Yes,Electronic check,74.9,541.15,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,
4470,2014-07-01,,Two year,No,Credit card (automatic),25.6,1784.9,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes,
4471,2020-01-01,,Month-to-month,Yes,Electronic check,70.35,70.35,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
4472,2014-08-01,,Two year,No,Bank transfer (automatic),91.7,6075.9,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,
4473,2015-01-01,,Month-to-month,No,Mailed check,89.2,5500.6,Fiber optic,No,No,Yes,No,No,Yes,Female,0,No,No,Yes,
4474,2019-10-01,,One year,No,Credit card (automatic),24.1,73.1,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,
4475,2016-07-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),74.15,3229.4,Fiber optic,Yes,No,No,No,No,No,Female,1,Yes,No,No,
4476,2014-10-01,,One year,Yes,Bank transfer (automatic),53.85,3399.85,DSL,No,Yes,No,No,No,No,Female,0,Yes,Yes,Yes,
4477,2015-08-01,,One year,Yes,Bank transfer (automatic),115.6,6431.05,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes,
4478,2020-01-01,,Month-to-month,Yes,Credit card (automatic),19.75,19.75,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
